APOGEE_ID,TELESCOPE,FIELD,SNR,STARFLAG,ASPCAPFLAG,VHELIO_AVG,TEFF,LOGG,FE_H
2M19420744+4434430,apo25m,K15_077+10,411.59323,0,0,-12.380755,4773.814,2.6083622,-0.36592
2M19140192+4601218,apo25m,K06_078+16,168.98999,0,0,11.637113,4981.415,2.7081027,-0.37329
2M18271521+7420237,apo25m,CVZTILE_106+27_btx,144.10306,0,0,-21.43682,6111.6895,3.996234,-0.13726
2M05440415+0044429,apo25m,ORIONB-A,192.53952,0,0,51.524483,5071.527,3.5011263,0.094551
2M22121208+4030250,apo25m,094-12,129.99088,0,0,-75.29019,4499.0405,1.8302481,-0.73102
2M19235107-0723414,apo25m,030-12,127.28035,0,0,45.156372,4641.2046,2.4833627,0.074803
2M08275859-4945068,lco25m,266-06,189.5731,0,0,109.54476,4244.965,1.4864013,-0.33276
2M08140831+3940019,apo25m,181+32_btx,536.98364,0,0,11.260633,4852.0347,2.4095309,-0.21699
2M06203524+4122430,apo25m,173+12,165.275,0,0,16.861197,4939.5693,2.7730148,-0.47697
2M17192016-2319189,apo25m,K2_C11_001+07_btx,298.40494,0,0,-58.758125,4584.686,2.3355079,0.14856
2M18581456+4224444,apo25m,K13_071+16,135.76591,0,0,10.723543,4818.0063,2.438328,-0.17903
2M05281538-6955499,lco25m,280-32-O_TESS,408.09717,0,0,15.639037,4875.163,2.4385207,-0.2507
2M01434012+3755025,apo25m,135-24_btx,816.31757,0,0,-15.76968,3935.8994,0.9307418,-0.49071
2M17114984-1838480,lco25m,005+12,107.63239,0,0,61.696747,4172.2026,1.3706479,-0.68151
2M23173948-5238322,lco25m,JHelum4,178.62552,0,0,34.088596,6113.768,4.002542,-0.21236
2M00004872+5647031,apo25m,N7789,134.80795,0,0,-72.94874,4745.3276,2.4868248,-0.011237
2M09384238-3648529,lco25m,266+12,316.98337,0,0,-0.5629252,4993.844,2.8605945,-0.32511
2M22541853+0841230,apo25m,080-45,566.10065,0,0,8.883134,5952.4805,4.026336,0.015265
2M18533021+4106484,apo25m,K13_071+16,880.5615,0,0,-42.620083,4633.365,2.4435616,-0.08715
2M17034540+3255297,apo25m,055+36_MGA,387.17636,0,0,20.149294,4664.3853,2.5696573,-0.19575
2M23244604+4738247,apo25m,109-12,118.2573,0,0,-94.547325,4793.001,2.4500937,-0.51306
2M08102456+3241403,apo25m,SGR1,460.11502,0,0,34.428795,4991.882,3.3035774,-0.28266
2M23203008+0155185,apo25m,K2_C12_082-54_btx,686.97833,0,0,-8.586537,4598.014,2.481173,0.077208
2M06573912+2416449,apo25m,191+12,320.79245,0,0,-0.9850296,4656.3125,2.4963224,0.045659
2M02063384+1424203,apo25m,149-46_MGA,664.2166,0,0,-9.575486,4696.35,2.5414982,-0.30322
2M04493619-6851137,lco25m,LMC4,133.37088,0,0,243.24968,3921.621,0.72603405,-0.64815
2M18473568-2915002,apo25m,SGRC3,236.33684,0,0,-23.56777,3559.7139,0.98458964,0.31918
2M22053576+5451230,apo25m,100+00,275.1361,0,0,-86.38571,4129.253,1.3307304,-0.34349
2M16571014+2103239,apo25m,040+34_MGA,155.6465,0,0,-38.82664,4821.5234,2.3999665,-0.3669
2M16035302-4516416,lco25m,335+06,387.7847,0,0,-38.966816,4383.556,2.2451963,0.29339
2M07382234-6448268,lco25m,277-20-O_TESS,440.34515,0,0,6.8454266,4323.6343,1.6982048,-0.50049
2M19155159-2701362,apo25m,K2_C7_012-17,205.85945,0,0,19.593367,4796.3594,2.8305914,-0.036223
2M19174327+4115540,apo25m,K17_072+13,131.58311,0,0,-47.559845,4628.1304,2.588954,-0.19488
2M08430887+2600179,apo25m,200+34_MGA,371.66068,0,0,-3.658545,4713.0864,2.7660913,-0.089006
2M08102280+4125599,apo25m,180+31_MGA,184.44795,0,0,16.589005,4695.032,2.5797527,-0.12502
2M17503378-2238424,apo25m,006+02,170.70389,0,0,-23.257767,3437.2683,0.48139793,-0.1296
2M01131915+6231362,apo25m,Cas_W,132.88963,0,0,-146.07314,3839.7468,0.9608467,-0.30663
2M08022665+1539164,apo25m,206+23_MGA,209.45428,0,0,139.71513,4757.8955,2.5310802,-0.35654
2M16214092+4429076,apo25m,069+45_MGA,648.9354,0,0,-12.685537,4973.382,2.6706269,-0.089417
2M19300813+4755500,apo25m,K05_080+14,349.13788,0,0,-40.38478,4624.695,2.305147,-0.20485
2M01093335+3700162,apo25m,126-24_btx,560.09357,0,0,-54.28638,4939.8433,2.552986,-0.19053
2M19343724+7203175,apo25m,CVZTILE_103+22_btx,203.04257,0,0,3.8461373,4903.7935,2.500034,-0.28932
2M02305974-0024144,apo25m,167-54,547.06226,0,0,-18.120684,4695.531,2.4944246,0.13474
2M10111221+1833313,apo25m,216+53_btx,625.1816,0,0,35.000904,4571.6133,2.6157496,-0.007165
2M21404191+4339571,apo25m,090-08,265.18954,0,0,0.09148663,4531.0166,1.9190917,-0.45008
2M22475364-2334412,lco25m,032-62,339.93973,0,0,48.310608,6196.1025,4.109308,-0.118
2M16275840+2556179,apo25m,044+42_MGA,437.7298,0,0,-89.9553,4448.21,1.0096166,-1.7475
2M19092929-0121023,apo25m,034-06,319.47873,0,0,75.0799,3982.8433,0.96761674,-0.45133
2M14313330-6215375,lco25m,315-02-O,714.47107,0,0,4.2418976,4589.764,2.1145706,-0.0178
2M16342773+2506181,apo25m,044+42_MGA,523.1073,0,0,-18.092588,4723.908,2.3710968,-0.035664
2M22182974+6528120,apo25m,109+08,185.71487,0,0,-94.15353,4192.917,1.3147142,-0.49621
2M08404705+2226206,apo25m,K2_C5_203+33_btx,155.87471,0,0,87.1222,5037.49,3.2311523,-0.38918
2M16452226+2051555,apo25m,040+38_MGA,529.2999,0,0,33.852207,4003.426,1.254832,-0.44532
2M07382892-1149182,apo25m,229+04,447.21472,0,0,65.51958,4253.058,1.7910659,-0.029496
2M08111330+4547522,apo25m,174+33_MGA,1214.6254,0,0,-49.85916,4944.9077,3.1733541,-0.08583
2M18535261-2742263,apo25m,K2_C7_008-12_btx,104.23268,0,0,-14.886477,4834.997,2.9115682,-0.070217
2M08122734-3308559,lco25m,251+00,153.69186,0,0,85.696915,4713.713,2.8862972,0.13292
2M05263620+1243229,apo25m,LAMBDAORI-B,151.15616,0,0,23.966358,4796.5186,3.0819898,0.28904
2M18132857-2708510,lco25m,005-04,399.35986,0,0,-38.933365,3861.8516,0.9740668,-0.74367
2M07273809-6606197,lco25m,278-21-O_TESS,159.84132,0,0,40.85548,6004.061,3.9422762,-0.21875
2M20340045+2135094,apo25m,064-12,353.88968,0,0,30.930117,4512.11,2.3916848,0.32083
2M09163472-4113508,lco25m,266+06,271.78262,0,0,56.92672,4840.2637,2.6078227,-0.0057213
2M06352903+4720448,apo25m,169+18_btx,322.07697,0,0,-30.72674,4573.319,2.1120837,-0.23436
2M16392739+6252578,apo25m,CVZ_OB13_btx,190.62291,0,0,-111.39013,4821.1,1.930891,-1.8605
2M16495290-0114356,apo25m,M12-N,113.987076,0,0,18.507698,4631.443,2.50119,-0.41562
2M23594041+7330159,apo25m,120+12,214.3118,0,0,-55.416695,4919.882,2.5816517,-0.13621
2M10364205+4028001,apo25m,180+60,245.376,0,0,11.945145,4997.992,3.424128,-0.11986
2M07305354-7357030,lco25m,285-22-O_TESS,272.14105,0,0,-4.681953,6262.7363,3.9664488,0.058992
2M21242183+1243336,apo25m,M15,101.17461,0,0,23.882471,4866.881,3.0206747,-0.28284
2M23430082+6205565,apo25m,116+00,426.3895,0,0,-101.486916,3720.478,0.6033181,-0.53952
2M04380971+3641162,apo25m,165-08,226.334,0,0,35.173428,4523.0576,1.9066465,-0.54641
2M17154458+5711062,apo25m,CVZ_OB06_btx,171.33775,0,0,-94.134964,4547.2095,2.0952435,-0.6208
2M05183438-6300437,lco25m,273-35-O_TESS,425.36475,0,0,29.660202,4642.3345,2.246995,-0.24112
2M18170427-3329353,lco25m,000-08,129.47679,0,0,-76.34106,4467.2935,2.3416662,0.36506
2M04583149-6400067,lco25m,273-37-O_TESS,154.38603,0,0,9.255378,6099.7007,4.2365727,-0.048882
2M22460678-0125282,apo25m,070-50_MGA,247.49983,0,0,-19.079727,4634.451,2.6050918,-0.24259
2M04500544-6438212,lco25m,LMC30,156.10545,0,0,266.06104,3927.257,0.52960336,-0.78615
2M05393684-5839048,lco25m,267-32-O_TESS,649.9246,0,0,-7.676305,3848.6821,0.9593568,-0.53951
2M05212805+4350092,apo25m,Berkeley_18_btx,396.00052,0,0,3.5926178,4285.5312,1.3965375,-0.48879
2M17330058-2800330,lco25m,000+04,168.36664,0,0,-19.971184,3628.2295,0.97751874,0.2264
2M22333077-1752039,lco25m,042-56-O,265.71387,0,0,9.4827175,6044.895,4.368412,0.16799
2M18252147-1052050,apo25m,020+00,116.84278,0,0,9.579781,3783.0342,1.4280488,0.31416
2M17592290-3512565,lco25m,356-06-O,123.44683,0,0,33.413143,3765.9717,1.223741,0.29911
2M17434650-2213533,lco25m,005+04,120.8855,0,0,-149.24507,4257.782,1.5318308,-0.5959
2M12174333-6655010,lco25m,300-04,290.66602,0,0,17.28607,3690.318,0.6186184,-0.15561
2M14324497+0913180,apo25m,000+60,586.4085,0,0,-23.435753,5016.3994,2.476129,-0.62722
2M12234926-6613492,lco25m,300-04,167.82326,0,0,67.03129,3958.7898,1.5191374,0.23534
2M08210000+4622545,apo25m,174+35_MGA,170.32979,0,0,12.434303,4732.0166,1.945018,-0.45861
2M06385066-6619261,lco25m,276-25-O,336.6432,0,0,10.504101,4263.876,1.8370402,-0.21023
2M06015701-6026115,lco25m,269-30-O_TESS,123.651665,0,0,61.40739,4834.707,2.36482,-0.49143
2M02312422+6148488,apo25m,W34_btx,188.93524,0,0,-38.678524,5322.3223,3.0725257,-0.055082
2M12063104+0044061,apo25m,279+61_btx,1028.1147,0,0,16.404112,4316.162,2.1827533,0.21642
2M22164619+5544005,apo25m,Lac_2,212.6101,0,0,-40.13829,3927.1848,1.2711239,-0.232
2M23401764-0843150,apo25m,K2_C12_076-66_btx,114.34541,0,0,-4.278666,6149.053,4.0848293,-0.28846
2M22294348+6707373,apo25m,109+08,359.2719,0,0,-74.571686,4018.794,0.9735938,-0.50797
2M23345661-0221252,apo25m,K2_C12_082-60_btx,391.77365,0,0,-16.83224,4569.233,2.3685243,-0.20039
2M10433923+1144196,lco25m,K2_C14_233+57,204.32755,0,0,-24.462688,4857.9707,3.3636537,0.097769
2M07554161+1933469,apo25m,202+23_MGA,294.4222,0,0,48.19273,4947.06,2.5279655,-0.29615
2M23383913-0227513,apo25m,K2_C12_082-60_btx,242.77458,0,0,-10.56342,6374.246,4.0966372,-0.30523
2M04421225-6518124,lco25m,LMC30,166.56929,0,0,273.0714,3858.7,0.6922658,-0.58384
2M04514094+5058205,apo25m,158+04,162.16745,0,0,-80.28432,4398.748,1.6630352,-0.53769
2M15263932+3730288,apo25m,060+56,384.17828,0,0,-30.341047,6226.021,4.3792987,0.040709
2M06112054+4422522,apo25m,169+12,303.16147,0,0,10.921461,4995.334,2.9199386,-0.36147
2M23122129+3451535,apo25m,101-24_btx,163.4603,0,0,-120.08323,4907.872,2.4478986,-0.40332
2M14132775-4834430,lco25m,317+12,949.7496,0,0,3.4075253,3989.3428,1.3544791,-0.16378
2M18480777+6726485,apo25m,CVZTILE_098+26_btx,379.4825,0,0,-1.35507,4939.4546,2.4296448,-0.40303
2M06193853+2537213,apo25m,188+04,231.43248,0,0,5.052813,4769.3267,2.376847,-0.28169
2M18131425+6046586,apo25m,CVZTILE_089+27_btx,324.61478,0,0,-15.655387,4204.661,1.8493154,0.031971
2M05215588-0214299,apo25m,ORIONOB1AB-D,133.30124,0,0,45.329414,6300.7617,4.00429,0.075888
2M17301167-5630476,lco25m,335-12,274.5898,0,0,210.72874,3957.8945,1.0180267,-0.71154
2M19371508+4019109,apo25m,K20_073+09,120.40988,0,0,9.904621,4922.2065,2.8880427,-0.40332
2M07085814-6853303,lco25m,279-24-O_TESS,164.2961,0,0,25.635946,6041.224,3.6892166,-0.096362
2M11590715-5646355,lco25m,296+06,134.67613,0,0,-20.997477,4263.4434,1.8812358,-0.048262
2M06410230-0155557,apo25m,214-04,194.56796,0,0,34.20298,4736.4473,2.703162,-0.096972
2M17405680-3341493,lco25m,355-02,100.12609,0,0,-56.208633,3934.9553,1.6298769,0.34381
2M06173647-0121358,apo25m,210-08,279.58942,0,0,7.4324355,4801.0874,2.4984565,-0.14291
2M05210771-0257325,apo25m,ORIONOB1AB-D,125.37758,0,0,91.63067,4701.3945,2.447145,0.06235
2M08181240+2801120,apo25m,195+30_MGA,198.37402,0,0,-62.336597,5030.941,2.4678833,-0.63217
2M19032409+1649154,apo25m,049+06,200.32341,0,0,48.632008,4273.3916,1.8060911,-0.036179
2M08290772+1053022,apo25m,K2_C5_214+27_btx,178.04417,0,0,24.975588,6138.5503,4.128191,0.22541
2M19025317+3923169,apo25m,K18_070+14,153.0019,0,0,-13.427808,5769.2695,4.2339277,-0.37787
2M20272315+4556119,apo25m,083+04,115.693146,0,0,-57.869823,4717.2715,2.9084024,-0.03498
2M14534235+1718283,apo25m,020+60,335.19516,0,0,-0.9938791,6300.19,4.3031015,0.16849
2M02163692+5512382,apo25m,135-06,1079.9337,0,0,10.659158,4527.9062,2.3912337,0.25132
2M22150901-1324374,apo25m,K2_C3_047-51,150.98135,0,0,33.685432,6243.7695,4.0502734,0.16591
2M22105651+1335406,apo25m,074-35_MGA,120.50465,0,0,-36.63803,4781.5996,2.5647483,-0.48947
2M09395294-3726066,lco25m,266+12,277.06882,0,0,12.454818,4653.47,2.59685,0.058688
2M08514235+1151230,apo25m,GD1-2,672.2799,0,0,33.747635,4768.0645,2.7081764,-0.011695
2M16522946-2431554,lco25m,356+12-O,455.3892,0,0,-28.197105,4326.8477,2.0219223,0.12123
2M18324674+7338524,apo25m,CVZTILE_103+27_btx,259.48703,0,0,-42.48648,4215.867,1.9858298,-0.045101
2M16233033+4331069,apo25m,069+45_MGA,132.54794,0,0,-48.477764,4701.4146,2.603305,-0.26999
2M19472187+4808403,apo25m,K09_081+11,138.18007,0,0,-39.704086,4581.5234,2.0715835,-0.49255
2M19233137+3654344,apo25m,NGC6791_btx,169.19962,0,0,-57.731224,4094.3677,1.1728015,-0.5597
2M07420217+6648192,apo25m,150+30,456.98807,0,0,-13.903059,6193.402,4.019143,-0.04497
2M07371097+0341176,apo25m,214+12,157.52727,0,0,56.11677,4968.616,2.4433796,-0.4676
2M15512093-3529285,lco25m,340+14,129.6558,0,0,1.7497951,4546.4277,2.6504815,0.16499
2M18132584+6507474,apo25m,CVZ_OB18_btx,313.5261,0,0,-33.080772,5142.9824,2.91817,-0.275
2M14230324+4105308,apo25m,074+66_MGA,211.75218,0,0,-9.53682,6356.655,4.182605,0.29215
2M11552238-6302242,lco25m,296+00,162.89389,0,0,89.04165,3871.2551,0.9317121,-0.33755
2M13481196-5629156,lco25m,311+06,120.29343,0,0,19.264015,4144.073,1.8277285,0.23235
2M08104053-2014510,lco25m,240+08,119.54407,0,0,48.58918,5040.817,2.7588055,-0.15864
2M09030601-5920118,lco25m,278-09,298.70172,0,0,25.222584,4766.124,2.456073,-0.023955
2M04350940+3511113,apo25m,165-08,123.16606,0,0,-51.90998,4856.44,2.8425238,-0.43437
2M17461762-5227592,lco25m,340-12,111.408966,0,0,-29.277908,4984.9927,3.3280518,-0.1365
2M14463513-5924205,lco25m,317+00,644.2142,0,0,-23.160225,4866.242,2.5081875,0.0052103996
2M03124369+0031108,apo25m,181-46_MGA,1306.3258,0,0,86.48775,4712.089,2.4778185,-0.54727
2M02441257+0126561,apo25m,172-52_MGA,268.02014,0,0,19.627665,5135.7427,2.4048524,-0.77661
2M19023270+0351486,apo25m,038+00,126.124535,0,0,44.04767,3864.999,0.9067653,-0.16377
2M14372246+4119259,apo25m,071+62_btx,359.69992,0,0,-37.663624,4649.134,2.3916523,-0.54425
2M20255466+3655002,apo25m,075+00,124.506966,0,0,-31.281847,4734.7905,2.3270402,-0.10324
2M06032888-6833582,lco25m,278-29-O_TESS,268.9031,0,0,-21.112694,4941.542,2.9058335,-0.4329
2M08260947+0129356,apo25m,GD1-1,116.24601,0,0,38.29566,4868.3896,2.955684,-0.28675
2M07140012-6007151,lco25m,270-20-O,135.16748,0,0,51.449093,4908.6387,3.3512926,-0.05986
2M17352526-4019487,lco25m,350-04,138.0371,0,0,-159.55511,3928.6987,1.4117672,0.13613
2M16010457-1924010,apo25m,K2_C2_352+25_btx,248.942,0,0,-42.455235,4515.7095,2.4108834,-0.11329
2M17361542-2138497,lco25m,005+05-O,164.53311,0,0,-65.954834,4389.475,2.1362698,0.026252
2M16012040-3628341,lco25m,340+12,145.75145,0,0,-4.1026244,4149.3223,1.4176624,-0.61167
2M19175978+6203470,apo25m,CVZ_OB17_btx,261.38748,0,0,-0.37707692,6140.2515,3.602115,-0.23444
2M04415854+0754277,apo25m,191-24_btx,338.89694,0,0,9.786131,4635.6074,2.3286648,0.042166
2M08305840+1613426,apo25m,K2_C16_208+29_btx,205.91206,0,0,15.4064045,4954.873,2.5319028,-0.33328
2M18543050+4746325,apo25m,K03_077+20,201.56372,0,0,-9.371169,5009.4707,2.634688,-0.04046
2M20554936+5106545,apo25m,090+04,370.40646,0,0,-36.93724,4442.7744,1.879653,-0.11561
2M19090699-3022132,apo25m,K2_C7_007-16_btx,372.61884,0,0,-2.6581416,5724.9404,3.750319,0.12441
2M02443179+3956506,apo25m,146-18_btx,473.8843,0,0,2.2296793,4643.7207,2.5662973,-0.23461
2M03204927+0200327,apo25m,180-45,345.754,0,0,61.355507,6132.6885,4.018559,-0.019
2M16191309+4503589,apo25m,069+45_MGA,295.8878,0,0,-58.74544,4433.025,2.0526206,-0.45641
2M13414987+5441401,apo25m,110+61_MGA,336.54608,0,0,-40.400555,4744.051,2.4384942,-0.023216
2M07242080+0212559,apo25m,214+08,412.83206,0,0,73.5219,4154.5225,1.5330226,-0.22805
2M16123317+2155179,apo25m,039+45_MGA,493.58438,0,0,-82.2417,4161.426,1.5009401,-0.5351
2M20020311+4535255,apo25m,K14_080+08,244.23643,0,0,-18.910767,4577.7783,2.172227,-0.036287
2M16093984+2442064,apo25m,040+45,369.33408,0,0,-210.74637,4158.9805,1.4498792,-0.64337
2M19505934+4841395,apo25m,K09_081+11,200.41376,0,0,-18.897001,6199.911,4.1147113,0.2189
2M13421236+2818373,apo25m,M3,189.63399,0,0,-144.60356,4717.04,1.5163684,-1.4731
2M19032156-1708032,apo25m,K2_C7_018-11_btx,425.7396,0,0,-8.691882,4809.181,2.8046112,-0.03762
2M04543413-6820194,lco25m,279-36-O_TESS,177.07526,0,0,51.300453,4671.374,2.4414737,-0.20629
2M13570641+5445260,apo25m,106+60_MGA,108.35132,0,0,5.0498896,5839.0576,3.883609,-0.22974
2M15105089+3207073,apo25m,049+60_MGA,123.350624,0,0,-63.434757,4547.9873,2.2516387,-0.45097
2M10434358+0948331,lco25m,K2_C14_237+55,529.90015,0,0,-5.992918,4946.8413,2.4562645,-0.45892
2M12455813-0707056,apo25m,VOD3,418.93323,0,0,-5.7567196,4916.4883,3.1215672,-0.18053
2M07132561-6513563,lco25m,276-22-O_TESS,130.46017,0,0,6.5020146,4665.384,2.6632714,0.13143
2M18192233+7205391,apo25m,CVZ_OB12_btx,117.52972,0,0,-13.561958,4893.9272,3.322444,0.096463
2M17340108-2608064,lco25m,000+04-O,111.458145,0,0,-37.617832,3949.202,1.326556,-0.28116
2M02215007+4202407,apo25m,140-18_btx,637.5486,0,0,-11.917649,4362.0464,1.6531723,-0.42626
2M07562020+2041293,apo25m,202+23_MGA,263.37216,0,0,114.83419,4789.173,2.516384,-0.31534
2M07380299-6213032,lco25m,274-18-O_TESS,178.18942,0,0,45.355907,4759.3975,2.4233077,-0.27083
2M19204910+4504540,apo25m,K11_076+13,352.6069,0,0,-11.174545,4817.8228,2.5050015,-0.12051
2M19332132-1740275,apo25m,K2_C7_020-17_btx,138.40213,0,0,110.64145,3914.692,0.9352108,-0.56789
2M15384884+0902213,apo25m,016+48_MGA,388.67096,0,0,-66.68138,4698.4253,2.4568403,-0.62999
2M09404246+4733354,apo25m,171+48_MGA,893.6508,0,0,5.6552453,4807.106,2.4497786,-0.44807
2M06250364+0457595,lco25m,205-03-C,241.48256,0,0,38.944416,4352.3945,1.7683923,-0.099401
2M18544803+6641412,apo25m,CVZTILE_098+26_btx,263.86343,0,0,-14.954201,4313.7236,1.8334134,-0.30879
2M06500988-5612330,lco25m,267-22-O_TESS,235.69128,0,0,23.575518,6072.213,3.736843,-0.15295
2M07584543-2223365,lco25m,240+04,271.7513,0,0,154.3938,3876.2288,0.75853753,-0.67307
2M15095062+0659176,apo25m,010+51_MGA,145.3549,0,0,-89.595566,4855.5684,2.4211018,-0.45922
2M13480973-0446598,apo25m,K2EB_C06_327+54_btx,684.3724,0,0,43.78979,4374.971,1.4020498,-0.9147
2M05221869-0218108,apo25m,ORIONOB1AB-D,149.14973,0,0,89.20851,4756.0405,2.1716466,-0.41396
2M14181207-6741497,lco25m,311-06,120.3361,0,0,-1.0217446,4913.6953,2.478759,-0.42713
2M21372942+4242427,apo25m,090-08,179.59903,0,0,-11.471622,5018.591,2.5888236,-0.43671
2M09523182+4229337,apo25m,177+51_MGA,107.22124,0,0,-43.803833,5969.7,4.1625657,0.041888
2M06144527+2755297,apo25m,184+04,105.32389,0,0,9.580529,4384.627,1.7259965,-0.42118
2M19062317+4016004,apo25m,K18_070+14,433.74506,0,0,13.415897,4965.2607,2.4763336,-0.41289
2M06320262-7217250,lco25m,282-27-O_TESS,374.05457,0,0,37.72462,4331.0303,1.9968007,-0.021333
2M17050802-3420582,lco25m,350+04,207.84422,0,0,-19.945005,4029.7764,1.1980331,-0.61337
2M22150220+5503365,apo25m,Lac_2,122.14768,0,0,-47.558537,4728.482,2.3386734,-0.15732
2M16492008-0223158,lco25m,M12-S,126.13246,0,0,-23.240705,4740.176,2.8104036,0.13656
2M17153699-4248079,lco25m,345-02,190.82758,0,0,-150.50601,3784.7842,0.83298504,-0.27754
2M19072361+4725119,apo25m,K06_078+16,195.52783,0,0,-47.47404,4404.276,2.1383772,-0.11375
2M19024644+4614482,apo25m,K07_075+17,101.83346,0,0,-24.281555,4976.94,3.0210378,-0.13691
2M14004255-1434087,apo25m,K2_C6_327+45_btx,389.13318,0,0,-18.467863,4808.417,2.6759522,-0.35059
2M16064785+2909381,apo25m,046+48,237.85406,0,0,-36.511284,4589.584,2.379067,-0.12192
2M03214528+4828371,apo25m,146-08,489.05936,0,0,-47.072495,4682.851,2.4166837,0.07788
2M18361479-2355160,lco25m,010-07-C,303.0209,0,0,-141.25032,4667.2363,1.145863,-1.7692
2M08131235-3249473,lco25m,251+00,151.94319,0,0,119.92666,4613.567,2.0609734,-0.2021
2M08022309+2608347,apo25m,195+28_MGA,153.7911,0,0,10.355361,5044.4556,2.7864969,-0.49746
2M15424080+3905561,apo25m,062+52_MGA,103.23262,0,0,-20.806417,5815.323,3.885683,-0.2601
2M06550880-6750444,lco25m,279-25-O_TESS,164.40288,0,0,47.22176,6011.1924,4.030529,-0.033282
2M14182131-6701194,lco25m,311-06,348.18027,0,0,54.933136,4201.2036,1.5359156,-0.58684
2M05400514-7512099,lco25m,286-30-O_TESS,170.4918,0,0,22.41131,4926.023,3.1544542,-0.29718
2M18325479+0345117,apo25m,034+06,139.56372,0,0,-37.844955,4699.0073,2.8126063,0.068271
2M09022219-6017265,lco25m,278-09,108.90791,0,0,17.944849,4831.894,2.3631213,-0.24352
2M19312898+4254270,apo25m,K16_075+11,210.37436,0,0,-10.10459,4574.7905,2.405554,-0.34913
2M21434213+4249216,apo25m,090-08,270.35043,0,0,-68.924355,4773.317,2.4620588,-0.10305
2M06084903-6642264,lco25m,LMC18,165.13443,0,0,301.93317,3899.2683,0.569278,-0.6095
2M05291451-6408058,lco25m,273-33-O_TESS,121.04178,0,0,-35.61857,4965.7646,3.2265594,-0.022723
2M14111318-6747106,lco25m,311-06,197.15895,0,0,-50.062035,3953.871,1.617101,0.32589
2M01463535+6509296,apo25m,Cas_N,143.18588,0,0,-57.084385,4353.5947,1.6357489,-0.30206
2M05362547+2457517,apo25m,184-04,158.80943,0,0,24.742,4694.428,2.2315848,-0.28151
2M18014758-2747524,lco25m,003-03-C,199.83801,0,0,44.504112,4063.0535,1.3658247,-0.45968
2M09394449-6003488,lco25m,281-06,224.20767,0,0,80.51299,4065.956,1.1821191,-0.3372
2M18144761+5847480,apo25m,CVZTILE_086+27_btx,143.63704,0,0,-19.077257,6072.6255,3.8601384,-0.099314
2M09421180+0521252,apo25m,230+40_MGA,215.8296,0,0,28.564306,4746.2783,2.7519355,-0.072929
2M05464926+3454516,apo25m,176+04,531.8717,0,0,-36.493378,4729.502,2.5769546,-0.17734
2M00333804-7149152,lco25m,47TUC,120.61848,0,0,142.58119,4024.5994,0.7530747,-1.1016
2M03365067+3301304,apo25m,160-18_btx,166.53424,0,0,-44.210495,4928.2173,2.526156,-0.28076
2M04545452-6446088,lco25m,LMC30,124.98187,0,0,264.55618,4106.5044,0.7818413,-1.1225
2M08541126+2606343,apo25m,198+38_MGA,120.37198,0,0,-41.538116,5806.4463,4.000519,-0.22629
2M21264388+4547035,apo25m,090-04,232.54765,0,0,-43.70647,4718.172,2.423471,-0.1056
2M16192183-2626146,lco25m,351+17-O,301.32385,0,0,41.172287,4564.074,2.2344906,-0.31138
2M18351770+5801453,apo25m,CVZTILE_088+24_btx,146.47131,0,0,-1.7924324,5136.373,3.184554,-0.27975
2M05453471-7440598,lco25m,286-30-O_TESS,229.83594,0,0,58.73955,4303.353,1.7085371,-0.4136
2M06222116-5939268,lco25m,269-26-O_TESS,264.50293,0,0,285.33145,4062.0515,0.8082666,-1.1055
2M10484793+1558488,apo25m,230+60,276.84015,0,0,3.3114345,5094.0737,3.4503865,-0.21281
2M03350671+4647096,apo25m,150-08-RV,1155.2892,0,0,-39.283592,4081.588,1.0728192,-0.5913
2M04311638-6726126,lco25m,LMC21,124.83374,0,0,262.78305,4055.1108,0.8939877,-0.60184
2M19021861-2040596,lco25m,015-12,196.15385,0,0,-48.814617,5039.765,2.4346254,-0.81263
2M16451580+3738553,apo25m,061+40_MGA,151.12741,0,0,-13.517072,5101.124,3.2929404,-0.23986
2M17500143-1806472,lco25m,010+04,280.30484,0,0,139.66026,3518.814,0.9370796,0.35231
2M18280161-1129314,lco25m,020+00,129.73445,0,0,126.61601,4111.6016,1.7523482,0.28403
2M05114626+4743422,apo25m,160+06,182.78134,0,0,2.0684402,4691.8896,2.1627586,-0.2786
2M00313208+6940377,apo25m,120+06,386.96738,0,0,-46.517433,3894.1167,0.87680477,-0.56759
2M01312092+3011093,apo25m,M33,887.6613,0,0,-9.350512,4751.3086,2.4954345,-0.22551
2M17375390-2051196,apo25m,006+06,133.29115,0,0,52.269558,3758.5088,1.4207482,0.40094
2M09071058+0940170,apo1m,hip,140.68666,0,0,2.989262,4756.564,2.8116655,0.0034382008
2M19505896+4942274,apo25m,K04_083+13,776.76355,0,0,-56.21402,4721.672,2.1502256,-0.38496
2M09060096+1747089,apo25m,212+38_MGA,187.05469,0,0,20.092464,4582.585,2.1780438,-0.6004
2M08134418+5737091,apo25m,161+34_MGA,246.28796,0,0,-2.86487,4636.99,2.36378,0.0034323
2M08281303-0110498,apo25m,GD1-1,391.08218,0,0,-1.0310595,4692.7593,2.2376437,-0.49889
2M15534460-3501350,lco25m,340+14,148.20444,0,0,-41.791798,4786.809,2.4146478,-0.37766
2M16434834-0051582,apo25m,M12-N,259.77487,0,0,26.542439,6208.1455,4.1832137,0.064993
